Student_ID,Student_Name,Gender,Placed,GATE_Score,Salary,Should_Do_Masters
S1146,Shreya,Female,Yes,Poor,982986,Yes
S1147,Nikhil,Male,Yes,Average,660400,No
S1148,Manav,Male,Yes,Average,490861,Yes
S1149,Shreya,Female,Yes,Poor,933619,Yes
S1150,Soham,Female,Yes,Good,551666,No
S1151,Soham,Male,Yes,Average,928151,No
S1152,Tina,Male,Yes,Poor,1257004,Yes
S1153,Soham,Male,Yes,Poor,635510,No
S1154,Harsh,Female,Yes,Average,1297821,Yes
S1155,Shreya,Male,Yes,Good,752333,Yes
S1156,Priya,Male,No,Average,1404672,No
S1157,Nikhil,Female,No,Good,1157617,No
S1158,Ananya,Female,No,Good,350248,No
S1159,Soham,Female,No,Good,1282716,No
S1160,Manav,Female,Yes,Good,379888,No
S1161,Priya,Female,No,Average,540346,No
S1162,Simran,Male,No,Poor,918821,Yes
S1163,Ananya,Male,Yes,Poor,341954,Yes
S1164,Kiara,Female,No,Poor,651863,No
S1165,Shreya,Female,No,Poor,964164,Yes
S1166,Harsh,Female,Yes,Poor,562739,Yes
S1167,Vishal,Female,Yes,Poor,624809,Yes
S1168,Raj,Female,Yes,Average,1238327,Yes
S1169,Harsh,Male,No,Good,568116,No
S1170,Tina,Male,No,Poor,764271,Yes
S1171,Priya,Male,Yes,Average,849308,Yes
S1172,Kunal,Male,Yes,Poor,1260252,No
S1173,Soham,Female,No,Poor,664765,No
S1174,Kunal,Male,Yes,Good,344912,No
S1175,Diya,Female,No,Good,312879,No
S1176,Harsh,Female,Yes,Good,858086,Yes
S1177,Kunal,Female,Yes,Poor,1001433,No
S1178,Vishal,Male,No,Poor,787947,Yes
S1179,Nikhil,Female,Yes,Poor,958210,Yes
S1180,Priya,Male,Yes,Good,459472,No
S1181,Ananya,Male,Yes,Average,1098385,No
S1182,Kiara,Female,No,Poor,930698,No
S1183,Kiara,Female,Yes,Poor,1352631,No
S1184,Kunal,Female,Yes,Poor,600314,No
S1185,Rahul,Male,Yes,Average,1342835,No
S1186,Kiara,Female,Yes,Poor,529016,Yes
S1187,Tina,Male,Yes,Average,960284,Yes
S1188,Kunal,Female,Yes,Poor,1396613,Yes
S1189,Soham,Female,No,Average,392115,Yes
S1190,Diya,Male,No,Poor,782870,No
S1191,Rahul,Male,Yes,Good,1418976,No
S1192,Shreya,Male,No,Good,663308,Yes
S1193,Raj,Male,No,Good,441774,Yes
S1194,Neha,Male,Yes,Good,1193164,Yes
S1195,Rahul,Male,No,Poor,315385,No
S1196,Manav,Female,No,Good,1248729,No
S1197,Aman,Female,No,Average,808670,No
S1198,Ananya,Male,No,Good,417369,Yes
S1199,Shreya,Female,No,Good,1044990,Yes
S1200,Kunal,Male,No,Good,389402,No
S1201,Harsh,Female,No,Poor,944062,No
S1202,Soham,Female,No,Good,553724,Yes
S1203,Isha,Male,Yes,Average,1039945,Yes
S1204,Raj,Male,Yes,Good,1004397,No
S1205,Kiara,Male,No,Good,434585,Yes
S1206,Aryan,Female,No,Good,1070543,No
S1207,Priya,Male,Yes,Average,968695,No
S1208,Raj,Female,No,Good,1452702,Yes
S1209,Tina,Male,No,Average,1347738,Yes
S1210,Shreya,Female,Yes,Average,1467213,Yes
S1211,Neha,Female,Yes,Good,1207153,No
S1212,Rahul,Male,Yes,Average,917508,Yes
S1213,Tina,Female,No,Poor,1374969,Yes
S1214,Neha,Female,No,Good,1203675,No
S1215,Raj,Male,Yes,Good,821397,No
S1216,Raj,Female,Yes,Average,1092425,Yes
S1217,Kiara,Male,No,Average,1313845,No
S1218,Rahul,Male,Yes,Good,1442226,No
S1219,Kunal,Male,No,Poor,1204027,No
S1220,Diya,Male,No,Average,352066,Yes
S1221,Soham,Female,Yes,Average,673994,Yes
S1222,Shreya,Female,Yes,Poor,1364714,No
S1223,Priya,Female,No,Poor,418558,No
S1224,Shreya,Male,Yes,Good,558480,No
S1225,Harsh,Female,Yes,Poor,737743,Yes
S1226,Tina,Female,Yes,Good,1426998,No
S1227,Kunal,Male,Yes,Poor,1311214,No
S1228,Manav,Male,No,Average,329086,Yes
S1229,Aryan,Female,No,Good,425604,No
S1230,Soham,Male,No,Good,1467900,Yes
S1231,Rahul,Male,No,Good,776785,Yes
S1232,Raj,Male,Yes,Poor,1040970,Yes
S1233,Diya,Male,Yes,Average,303435,No
S1234,Kiara,Female,No,Good,1014995,No
S1235,Isha,Male,No,Good,1012917,Yes
S1236,Kiara,Male,Yes,Good,675601,No
S1237,Manav,Male,No,Good,1138821,Yes
S1238,Priya,Male,No,Average,1139446,No
S1239,Aryan,Male,Yes,Poor,592441,Yes
S1240,Diya,Male,No,Average,868178,Yes
S1241,Harsh,Male,Yes,Good,583466,No
S1242,Vishal,Male,Yes,Average,860027,No
S1243,Harsh,Female,No,Good,903841,No
S1244,Soham,Male,Yes,Poor,308314,No
S1245,Isha,Female,No,Poor,918119,Yes
S1246,Shreya,Male,Yes,Poor,1122545,Yes
S1247,Manav,Male,No,Good,941462,No
S1248,Manav,Male,No,Average,446429,No
S1249,Aman,Male,No,Poor,529937,Yes
S1250,Simran,Female,Yes,Good,844653,No
S1251,Kunal,Male,Yes,Good,601173,No
S1252,Diya,Male,No,Average,693186,No
S1253,Aman,Female,Yes,Poor,640362,No
S1254,Raj,Female,No,Good,1079966,Yes
S1255,Neha,Male,No,Average,1065387,Yes
S1256,Kunal,Female,Yes,Poor,541474,No
S1257,Isha,Female,No,Average,428692,Yes
S1258,Ananya,Female,Yes,Average,1062790,No
S1259,Nikhil,Male,No,Good,1348870,No
S1260,Raj,Male,Yes,Good,1315576,No
S1261,Diya,Male,No,Good,1111028,Yes
S1262,Tina,Female,No,Average,398185,Yes
S1263,Aman,Male,Yes,Good,1097866,Yes
S1264,Neha,Female,No,Average,358382,Yes
S1265,Vishal,Male,No,Average,828943,Yes
S1266,Soham,Male,Yes,Good,907317,No
S1267,Rahul,Female,No,Poor,303771,No
S1268,Simran,Male,Yes,Poor,1274303,Yes
S1269,Manav,Female,No,Poor,1316972,Yes
S1270,Manav,Female,Yes,Average,620580,Yes
S1271,Harsh,Male,No,Average,1456355,No
S1272,Soham,Female,No,Average,949179,Yes
S1273,Vishal,Male,No,Good,1079085,No
S1274,Rahul,Male,Yes,Average,1078760,No
S1275,Soham,Female,Yes,Good,856664,Yes
S1276,Tina,Male,Yes,Good,1336658,No
S1277,Rahul,Female,Yes,Poor,780674,No
S1278,Kiara,Male,No,Poor,1426500,Yes
S1279,Kiara,Male,No,Poor,853620,No
S1280,Soham,Male,Yes,Good,693145,Yes
S1281,Rahul,Male,Yes,Good,693056,No
S1282,Rahul,Male,Yes,Good,389031,Yes
S1283,Simran,Female,No,Average,483024,Yes
S1284,Raj,Female,Yes,Good,1376048,No
S1285,Harsh,Female,Yes,Poor,359946,Yes
S1286,Vishal,Female,No,Poor,1244353,No
S1287,Isha,Female,No,Good,953525,No
S1288,Diya,Female,Yes,Good,1351341,Yes
S1289,Manav,Male,No,Poor,605218,No
S1290,Neha,Male,Yes,Good,664939,Yes
S1291,Aman,Female,No,Poor,793377,No
S1292,Vishal,Female,Yes,Average,1308022,No
S1293,Rahul,Male,Yes,Poor,973616,Yes
S1294,Vishal,Male,Yes,Average,666047,No
S1295,Rahul,Male,Yes,Good,818790,No
S1296,Neha,Female,No,Good,1498301,No
S1297,Shreya,Female,No,Average,339339,No
S1298,Tina,Female,No,Good,604543,No
S1299,Vishal,Male,No,Average,1315109,No
S1300,Harsh,Male,Yes,Good,818993,No
S1301,Ananya,Female,Yes,Poor,1294135,No
S1302,Manav,Female,No,Good,1012932,Yes
S1303,Aman,Male,No,Poor,1281271,No
S1304,Neha,Male,No,Poor,432385,No
S1305,Harsh,Male,No,Average,1292206,Yes
S1306,Simran,Male,No,Good,441002,Yes
S1307,Ananya,Female,Yes,Average,303285,Yes
S1308,Manav,Male,Yes,Good,685781,No
S1309,Priya,Male,Yes,Poor,860151,Yes
S1310,Kiara,Male,No,Poor,1496352,Yes
S1311,Simran,Female,No,Good,1236209,No
S1312,Manav,Female,No,Good,1402491,No
S1313,Priya,Male,No,Average,671687,Yes
S1314,Raj,Male,Yes,Good,965979,Yes
S1315,Manav,Male,Yes,Good,1084278,No
S1316,Raj,Female,No,Good,807553,No
S1317,Soham,Female,Yes,Average,1276778,No
S1318,Kiara,Female,Yes,Good,673410,No
S1319,Ananya,Male,No,Poor,1113171,No
S1320,Raj,Female,No,Average,740924,Yes
S1321,Nikhil,Male,No,Average,1401595,No
S1322,Rahul,Male,No,Poor,831661,No
S1323,Ananya,Male,No,Poor,922215,No
S1324,Neha,Female,No,Poor,646229,No
S1325,Ananya,Male,Yes,Good,1466572,No
S1326,Raj,Female,Yes,Poor,863508,Yes
S1327,Raj,Female,No,Good,692647,No
S1328,Aryan,Male,Yes,Average,831930,Yes
S1329,Simran,Male,No,Average,379971,No
S1330,Nikhil,Female,No,Poor,697597,Yes
S1331,Priya,Male,No,Good,1051943,Yes
S1332,Ananya,Female,No,Poor,1046777,No
S1333,Aryan,Male,Yes,Poor,485784,No
S1334,Priya,Female,No,Good,788161,No
S1335,Vishal,Female,Yes,Poor,1499110,No
S1336,Raj,Female,No,Average,1146462,No
S1337,Aman,Female,No,Poor,1023879,Yes
S1338,Raj,Male,No,Good,397469,No
S1339,Tina,Male,Yes,Good,1489325,No
S1340,Isha,Female,No,Average,1031188,Yes
S1341,Simran,Female,No,Good,1494737,No
S1342,Kunal,Male,No,Good,705123,Yes
S1343,Manav,Male,Yes,Average,698825,No
S1344,Aman,Male,Yes,Poor,737359,Yes
S1345,Raj,Male,Yes,Average,1371512,No
S1346,Nikhil,Male,No,Poor,801477,Yes
S1347,Tina,Male,Yes,Average,1197691,Yes
S1348,Tina,Female,No,Poor,530596,No
S1349,Aman,Male,Yes,Average,1099595,No
S1350,Kunal,Male,Yes,Poor,1082046,No
S1351,Kiara,Female,No,Average,1030351,Yes
S1352,Isha,Male,Yes,Poor,945499,Yes
S1353,Neha,Male,No,Average,505671,Yes
S1354,Diya,Male,No,Good,825122,No
S1355,Raj,Male,Yes,Poor,594358,No
S1356,Shreya,Male,No,Average,1076646,Yes
S1357,Kunal,Female,No,Poor,826701,No
S1358,Neha,Male,Yes,Poor,1076041,Yes
S1359,Raj,Female,Yes,Average,1189234,No
S1360,Diya,Female,No,Poor,1481753,No
S1361,Soham,Male,Yes,Average,690447,Yes
S1362,Vishal,Female,No,Good,800850,No
S1363,Soham,Male,No,Poor,1463473,No
S1364,Ananya,Female,Yes,Good,1406984,No
S1365,Neha,Female,Yes,Poor,416908,No
S1366,Raj,Male,Yes,Poor,545993,No
S1367,Rahul,Male,Yes,Poor,805421,Yes
S1368,Priya,Male,No,Average,1151563,No
S1369,Simran,Male,No,Good,1150712,Yes
S1370,Nikhil,Male,Yes,Poor,1466374,No
S1371,Kunal,Female,Yes,Average,941142,No
S1372,Tina,Female,No,Poor,537902,Yes
S1373,Vishal,Female,No,Average,620847,Yes
S1374,Neha,Female,No,Poor,774650,No
S1375,Harsh,Female,No,Good,363079,No
S1376,Manav,Female,Yes,Good,610258,Yes
S1377,Isha,Female,No,Poor,782450,Yes
S1378,Isha,Male,No,Average,816379,Yes
S1379,Kiara,Male,Yes,Poor,1415770,Yes
S1380,Isha,Female,No,Average,412333,No
S1381,Soham,Female,No,Poor,862080,No
S1382,Shreya,Male,Yes,Average,345807,No
S1383,Soham,Male,Yes,Good,960501,No
S1384,Tina,Male,Yes,Poor,928580,No
S1385,Aryan,Male,No,Good,947272,Yes
S1386,Kiara,Female,No,Good,838065,Yes
S1387,Kiara,Male,Yes,Poor,1386922,Yes
S1388,Diya,Female,Yes,Poor,1141135,No
S1389,Harsh,Female,No,Average,609963,Yes
S1390,Shreya,Female,Yes,Average,1483493,No
S1391,Isha,Male,Yes,Good,1196618,No
S1392,Rahul,Male,Yes,Average,847578,No
S1393,Shreya,Female,No,Average,723915,Yes
S1394,Kunal,Female,No,Poor,475324,No
S1395,Aman,Female,No,Average,943784,No
S1396,Aryan,Male,No,Good,1143521,Yes
S1397,Simran,Female,No,Average,805180,No
S1398,Harsh,Male,No,Good,709824,Yes
S1399,Harsh,Female,Yes,Poor,690857,No
S1400,Nikhil,Female,No,Good,497345,Yes
S1401,Aman,Female,No,Average,1103051,No
S1402,Neha,Male,Yes,Poor,1070759,No
S1403,Diya,Male,No,Average,809163,Yes
S1404,Neha,Female,No,Poor,1108062,No
S1405,Isha,Male,Yes,Poor,1192007,Yes
S1406,Soham,Female,Yes,Average,939724,No
S1407,Rahul,Male,Yes,Average,967538,Yes
S1408,Raj,Male,No,Poor,713151,No
S1409,Vishal,Male,Yes,Poor,1281226,No
S1410,Kunal,Female,No,Average,978387,No
S1411,Harsh,Male,No,Good,751069,Yes
S1412,Aman,Male,No,Average,367359,Yes
S1413,Neha,Female,No,Poor,503460,Yes
S1414,Harsh,Female,Yes,Average,1084681,Yes
S1415,Diya,Female,Yes,Good,586305,Yes
S1416,Aman,Female,No,Average,1205352,No
S1417,Rahul,Male,Yes,Poor,1191255,No
S1418,Soham,Male,No,Average,1479042,No
S1419,Shreya,Male,No,Poor,629457,No
S1420,Harsh,Male,No,Poor,481446,No
S1421,Priya,Male,Yes,Average,717230,Yes
S1422,Manav,Female,No,Poor,711377,No
S1423,Simran,Male,No,Poor,681691,Yes
S1424,Nikhil,Male,Yes,Good,1062557,No
S1425,Manav,Male,Yes,Good,1373078,Yes
S1426,Rahul,Female,Yes,Good,335757,Yes
S1427,Aryan,Female,Yes,Good,922561,Yes
S1428,Simran,Male,No,Poor,882933,No
S1429,Harsh,Female,Yes,Average,1196650,No
S1430,Neha,Female,No,Poor,621199,No
S1431,Rahul,Female,Yes,Poor,1468391,No
S1432,Soham,Female,Yes,Poor,1226502,Yes
S1433,Shreya,Female,Yes,Average,632336,Yes
S1434,Kiara,Female,Yes,Good,481549,Yes
S1435,Harsh,Female,Yes,Poor,467973,Yes
S1436,Shreya,Male,Yes,Poor,1046631,No
S1437,Priya,Male,No,Good,1400597,Yes
S1438,Ananya,Female,Yes,Poor,329092,No
S1439,Diya,Male,Yes,Average,1218746,Yes
S1440,Soham,Male,Yes,Poor,957191,Yes
S1441,Ananya,Female,Yes,Poor,612865,Yes
S1442,Harsh,Male,No,Good,590655,No
S1443,Diya,Female,Yes,Poor,372782,No
S1444,Kiara,Female,Yes,Poor,1183435,Yes
S1445,Kunal,Female,Yes,Average,507580,Yes
S1446,Rahul,Male,Yes,Good,1069032,Yes
S1447,Shreya,Male,No,Good,847952,No
S1448,Rahul,Male,Yes,Average,464244,No
S1449,Diya,Male,No,Poor,776857,No
S1450,Harsh,Female,Yes,Good,1412916,Yes
S1451,Diya,Female,No,Good,311017,No
S1452,Kunal,Male,No,Poor,1303634,Yes
S1453,Soham,Female,Yes,Poor,1294424,No
S1454,Shreya,Female,Yes,Good,854636,Yes
S1455,Isha,Male,No,Poor,571635,Yes
S1456,Vishal,Female,No,Good,509720,No
S1457,Simran,Male,Yes,Poor,421070,Yes
S1458,Priya,Female,No,Poor,1218472,Yes
S1459,Neha,Male,No,Average,562512,Yes
S1460,Ananya,Female,No,Poor,335010,No
S1461,Aman,Female,Yes,Average,1078928,Yes
S1462,Raj,Male,No,Poor,891293,No
S1463,Soham,Male,No,Good,337493,No
S1464,Ananya,Male,No,Good,1025155,Yes
S1465,Kiara,Male,Yes,Poor,834580,No
S1466,Kiara,Female,Yes,Poor,983725,Yes
S1467,Diya,Female,No,Good,823238,No
S1468,Harsh,Male,Yes,Poor,1234711,Yes
S1469,Simran,Female,No,Average,1450311,No
S1470,Aman,Male,Yes,Average,1320021,Yes
S1471,Raj,Male,Yes,Average,1429347,Yes
S1472,Aryan,Female,No,Average,931581,Yes
S1473,Simran,Female,Yes,Average,1447659,Yes
S1474,Vishal,Male,Yes,Poor,1326850,No
S1475,Ananya,Male,Yes,Poor,1236780,No
S1476,Aman,Male,No,Average,921747,Yes
S1477,Nikhil,Female,Yes,Poor,698750,No
S1478,Vishal,Female,Yes,Poor,1047365,Yes
S1479,Soham,Female,No,Average,728886,Yes
S1480,Shreya,Female,Yes,Poor,1279651,No
S1481,Diya,Male,Yes,Poor,529171,No
S1482,Harsh,Male,Yes,Poor,467558,Yes
S1483,Priya,Male,Yes,Average,1283061,No
S1484,Aryan,Male,Yes,Poor,596412,Yes
S1485,Tina,Male,No,Good,407338,No
S1486,Ananya,Male,No,Good,774551,No
S1487,Kiara,Female,Yes,Average,588480,No
S1488,Aryan,Female,Yes,Good,1090073,No
S1489,Neha,Male,Yes,Average,1435708,No
S1490,Aryan,Male,No,Good,444378,Yes
S1491,Aryan,Female,No,Good,477254,No
S1492,Vishal,Female,Yes,Good,898411,No
S1493,Raj,Female,Yes,Average,327197,Yes
S1494,Aryan,Female,No,Average,976079,Yes
S1495,Raj,Male,Yes,Poor,1307705,Yes
S1496,Kunal,Male,No,Average,408775,No
S1497,Neha,Male,No,Good,1146056,No
S1498,Simran,Male,Yes,Good,1164609,Yes
S1499,Kunal,Male,No,Average,1128396,Yes
S1500,Diya,Female,Yes,Average,985388,Yes
S1501,Kiara,Male,Yes,Average,1459606,Yes
S1502,Harsh,Female,Yes,Poor,616790,No
S1503,Neha,Male,Yes,Good,1405323,No
S1504,Tina,Male,Yes,Poor,345712,No
S1505,Shreya,Male,Yes,Poor,699489,No
S1506,Soham,Male,No,Good,633964,No
S1507,Ananya,Male,No,Good,425342,Yes
S1508,Aman,Female,No,Average,636497,No
S1509,Rahul,Female,No,Average,787707,Yes
S1510,Simran,Female,Yes,Poor,392091,Yes
S1511,Vishal,Male,No,Average,1193150,Yes
S1512,Simran,Male,No,Average,710343,No
S1513,Vishal,Female,No,Good,514560,Yes
S1514,Kunal,Male,Yes,Good,835827,No
S1515,Vishal,Male,No,Average,1232196,Yes
S1516,Kiara,Female,Yes,Good,721743,No
S1517,Shreya,Male,No,Average,1233133,Yes
S1518,Ananya,Female,Yes,Good,719924,No
S1519,Ananya,Male,Yes,Good,367300,Yes
S1520,Kiara,Female,No,Good,691407,Yes
S1521,Harsh,Male,Yes,Good,1107274,Yes
S1522,Kunal,Male,Yes,Average,1447547,Yes
S1523,Aman,Female,No,Poor,1286410,No
S1524,Priya,Male,No,Good,338744,No
S1525,Isha,Male,No,Average,678226,No
S1526,Simran,Female,Yes,Average,619586,Yes
S1527,Rahul,Male,Yes,Good,910278,Yes
S1528,Vishal,Female,Yes,Poor,669061,Yes
S1529,Tina,Male,No,Good,534975,Yes
S1530,Diya,Male,Yes,Average,827938,Yes
S1531,Aman,Male,Yes,Poor,869405,Yes
S1532,Kiara,Male,Yes,Average,1089622,No
S1533,Shreya,Female,Yes,Good,348113,No
S1534,Shreya,Male,Yes,Poor,439861,No
S1535,Raj,Female,Yes,Average,1380701,No
S1536,Raj,Male,Yes,Average,692144,No
S1537,Nikhil,Male,No,Average,1234963,No
S1538,Nikhil,Male,No,Good,990778,No
S1539,Diya,Male,No,Poor,478157,No
S1540,Isha,Female,Yes,Good,643243,Yes
S1541,Raj,Female,Yes,Good,553807,Yes
S1542,Ananya,Female,No,Good,911709,Yes
S1543,Nikhil,Female,Yes,Poor,1044854,Yes
S1544,Shreya,Male,No,Good,371017,Yes
S1545,Kiara,Female,Yes,Good,845648,Yes
S1546,Simran,Female,Yes,Good,802394,Yes
S1547,Kiara,Male,No,Good,557137,No
S1548,Nikhil,Male,No,Average,1404399,No
S1549,Manav,Male,No,Good,1124464,Yes
S1550,Vishal,Male,No,Average,1071279,No
S1551,Rahul,Female,No,Good,1367383,No
S1552,Tina,Female,Yes,Poor,963431,No
S1553,Nikhil,Male,Yes,Average,877701,No
S1554,Rahul,Male,Yes,Average,981509,No
S1555,Harsh,Male,No,Average,1418824,Yes
S1556,Aryan,Female,No,Average,552515,No
S1557,Kunal,Female,No,Poor,1459070,Yes
S1558,Shreya,Male,No,Good,1073931,Yes
S1559,Soham,Male,No,Average,909723,Yes
S1560,Manav,Female,No,Poor,844075,No
S1561,Isha,Male,Yes,Average,583126,Yes
S1562,Shreya,Male,Yes,Good,550768,Yes
S1563,Kiara,Female,Yes,Average,846894,Yes
S1564,Soham,Male,Yes,Poor,1072783,Yes
S1565,Nikhil,Female,Yes,Good,412223,No
S1566,Vishal,Male,No,Poor,1226097,Yes
S1567,Isha,Male,No,Good,1299647,Yes
S1568,Neha,Female,No,Good,683609,Yes
S1569,Isha,Female,No,Good,1307851,Yes
S1570,Neha,Male,No,Average,713811,No
S1571,Harsh,Female,No,Poor,868482,Yes
S1572,Neha,Male,Yes,Poor,588997,Yes
S1573,Isha,Male,No,Poor,451733,Yes
S1574,Simran,Female,No,Good,1005853,Yes
S1575,Kunal,Male,No,Average,943012,Yes
S1576,Tina,Male,No,Good,467567,Yes
S1577,Nikhil,Female,Yes,Poor,1362279,No
S1578,Nikhil,Female,Yes,Average,1270584,Yes
S1579,Shreya,Male,No,Average,1248319,No
S1580,Rahul,Female,Yes,Average,1247069,No
S1581,Raj,Female,Yes,Poor,1203923,Yes
S1582,Kiara,Female,No,Average,1407029,No
S1583,Ananya,Female,No,Average,1119593,Yes
S1584,Harsh,Male,No,Good,676440,No
S1585,Aryan,Male,No,Good,538411,Yes
S1586,Rahul,Male,No,Average,1324603,No
S1587,Ananya,Female,Yes,Average,1119781,No
S1588,Isha,Female,No,Good,871386,Yes
S1589,Priya,Female,No,Good,1400566,No
S1590,Tina,Female,No,Good,991898,No
S1591,Shreya,Female,Yes,Poor,924860,No
S1592,Diya,Female,No,Poor,1316783,No
S1593,Diya,Female,No,Good,1473269,No
S1594,Neha,Male,No,Average,475295,Yes
S1595,Manav,Male,Yes,Good,1085786,No
S1596,Manav,Female,No,Poor,630515,No
S1597,Simran,Female,No,Average,1416850,Yes
S1598,Raj,Female,No,Poor,566278,Yes
S1599,Vishal,Male,Yes,Average,863889,Yes
S1600,Harsh,Male,No,Poor,577834,No
S1601,Diya,Female,No,Average,836350,No
S1602,Kunal,Female,No,Average,637530,No
S1603,Neha,Male,Yes,Average,1484801,No
S1604,Kunal,Male,No,Average,1490129,Yes
S1605,Simran,Male,No,Poor,1447846,Yes
S1606,Soham,Male,No,Poor,1018960,No
S1607,Neha,Female,Yes,Average,909269,No
S1608,Rahul,Male,Yes,Average,928758,No
S1609,Manav,Male,No,Poor,388887,No
S1610,Manav,Female,Yes,Average,1135544,Yes
S1611,Aryan,Male,Yes,Average,442012,Yes
S1612,Ananya,Male,Yes,Average,586629,No
S1613,Shreya,Male,No,Good,913587,Yes
S1614,Isha,Female,No,Average,817537,No
S1615,Raj,Male,Yes,Good,694283,No
S1616,Harsh,Female,Yes,Average,1107039,Yes
S1617,Aman,Female,Yes,Poor,540491,No
S1618,Tina,Male,No,Good,557808,Yes
S1619,Rahul,Male,No,Good,1058271,No
S1620,Diya,Male,Yes,Average,1090417,Yes
S1621,Priya,Male,Yes,Average,450635,No
S1622,Tina,Female,Yes,Good,1002682,Yes
S1623,Tina,Male,Yes,Poor,1320346,No
S1624,Shreya,Male,No,Poor,1016605,No
S1625,Vishal,Male,Yes,Average,1322179,Yes
S1626,Aryan,Female,No,Poor,1284766,No
S1627,Manav,Male,Yes,Poor,1309622,Yes
S1628,Ananya,Male,Yes,Average,1012585,Yes
S1629,Aman,Female,Yes,Poor,552773,No
S1630,Shreya,Female,Yes,Average,579365,No
S1631,Aryan,Male,Yes,Good,1134938,No
S1632,Aman,Male,No,Average,1107400,No
S1633,Manav,Male,Yes,Good,689821,Yes
S1634,Harsh,Male,Yes,Good,513678,No
S1635,Manav,Male,Yes,Poor,480580,No
S1636,Shreya,Female,No,Poor,472903,No
S1637,Manav,Female,No,Poor,740523,Yes
S1638,Soham,Male,No,Average,402951,No
S1639,Soham,Male,No,Poor,1194738,Yes
S1640,Shreya,Female,Yes,Good,605745,No
S1641,Harsh,Male,Yes,Poor,372178,Yes
S1642,Harsh,Male,Yes,Poor,516383,No
S1643,Simran,Male,No,Average,1260814,No
S1644,Shreya,Male,Yes,Average,369893,Yes
S1645,Kiara,Male,Yes,Good,648943,No
S1646,Diya,Female,No,Average,813223,No
S1647,Neha,Male,No,Poor,1220243,No
S1648,Vishal,Male,No,Average,538886,Yes
S1649,Manav,Male,Yes,Good,735711,No
S1650,Aryan,Female,Yes,Poor,725840,Yes
S1651,Rahul,Female,No,Good,1490283,Yes
S1652,Simran,Female,Yes,Average,721001,Yes
S1653,Manav,Female,No,Average,1038157,No
S1654,Manav,Male,No,Good,312336,Yes
S1655,Aryan,Female,Yes,Poor,1163907,Yes
S1656,Soham,Male,No,Average,1430788,No
S1657,Nikhil,Male,No,Average,1161811,Yes
S1658,Diya,Female,No,Poor,1394167,Yes
S1659,Shreya,Female,Yes,Average,1148182,No
S1660,Tina,Female,No,Good,1182566,No
S1661,Kiara,Female,No,Average,728670,Yes
S1662,Aman,Female,No,Average,1149104,No
S1663,Neha,Male,No,Poor,589372,No
S1664,Kiara,Female,No,Good,314429,No
S1665,Kunal,Female,No,Poor,1432870,Yes
S1666,Harsh,Female,No,Average,1174506,Yes
S1667,Aman,Male,Yes,Average,1143810,No
S1668,Kiara,Female,Yes,Poor,337310,Yes
S1669,Shreya,Male,No,Poor,926115,No
S1670,Simran,Female,Yes,Poor,499899,No
S1671,Raj,Female,Yes,Good,728472,No
S1672,Priya,Male,No,Average,507500,No
S1673,Kiara,Female,Yes,Poor,399862,No
S1674,Tina,Male,No,Average,1320498,Yes
S1675,Ananya,Male,No,Good,601033,Yes
S1676,Kiara,Male,No,Good,672646,Yes
S1677,Aryan,Female,No,Good,730423,Yes
S1678,Ananya,Female,No,Good,874543,No
S1679,Simran,Female,Yes,Average,667968,No
S1680,Manav,Male,No,Good,1091841,Yes
S1681,Harsh,Female,Yes,Good,1391014,Yes
S1682,Harsh,Male,No,Poor,541482,No
S1683,Neha,Female,No,Good,1065598,No
S1684,Aryan,Male,No,Poor,1085372,No
S1685,Aman,Male,Yes,Good,1094301,Yes
S1686,Tina,Male,No,Good,794476,No
S1687,Kiara,Female,No,Poor,1012222,No
S1688,Kiara,Male,No,Good,781153,Yes
S1689,Soham,Male,No,Average,637766,Yes
S1690,Ananya,Male,Yes,Average,381948,Yes
S1691,Harsh,Male,No,Good,554657,No
S1692,Ananya,Male,Yes,Average,1389100,No
S1693,Soham,Male,No,Poor,454404,Yes
S1694,Shreya,Female,Yes,Good,410160,No
S1695,Ananya,Female,Yes,Good,1495412,No
S1696,Diya,Male,No,Poor,780891,No
S1697,Isha,Female,No,Poor,868933,Yes
S1698,Aryan,Female,Yes,Poor,684903,Yes
S1699,Aryan,Male,No,Good,1081608,No
S1700,Nikhil,Male,No,Poor,1434077,No
S1701,Priya,Male,No,Poor,1466026,No
S1702,Diya,Female,Yes,Average,1257977,No
S1703,Priya,Male,No,Average,1231398,Yes
S1704,Manav,Female,No,Good,1036618,Yes
S1705,Vishal,Male,No,Average,680572,No
S1706,Neha,Female,Yes,Average,1188513,No
S1707,Kiara,Male,No,Poor,469746,Yes
S1708,Simran,Male,Yes,Poor,400025,No
S1709,Vishal,Female,No,Average,1499728,Yes
S1710,Aryan,Female,Yes,Average,484484,No
S1711,Vishal,Female,No,Average,490043,Yes
S1712,Priya,Female,No,Good,1146278,No
S1713,Raj,Female,Yes,Good,1414056,No
S1714,Vishal,Female,Yes,Good,1067128,Yes
S1715,Raj,Male,Yes,Average,615104,Yes
S1716,Vishal,Female,No,Average,534622,No
S1717,Aman,Male,No,Good,734368,No
S1718,Isha,Male,No,Good,1037371,Yes
S1719,Neha,Female,No,Average,1467498,Yes
S1720,Simran,Male,Yes,Poor,816576,No
S1721,Diya,Female,No,Good,1180979,No
S1722,Isha,Female,No,Average,1029024,Yes
S1723,Simran,Male,No,Average,1136659,Yes
